chrom	start	end	boundary_span	jaspar_score	strand	FDR	DETECTION_SCALE	seq_id	background_index	exp_id	orientation	flank_bp	spacer_bp
chr11	24259863	24259882	24250000-24260000	828.0	+	0.047440855103473	3.2	859	1	2359	<>	30	60
chr11	33130006	33130025	33130000-33140000	825.0	-	0.047440855103473	2.111212657236631	860	1	2360	<>	30	60
chr11	24253433	24253452	24250000-24260000	829.0	+	0.047440855103473	3.2	861	1	2361	<>	30	60
chr11	24257917	24257936	24250000-24260000	824.0	+	0.047440855103473	3.2	862	1	2362	<>	30	60
chr11	24257254	24257273	24250000-24260000	822.0	-	0.047440855103473	3.2	863	1	2363	<>	30	60
chr11	24062955	24062974	24060000-24070000	850.0	+	0.047440855103473	3.2	864	1	2364	<>	30	60
chr11	33131924	33131943	33130000-33140000	813.0	+	0.047440855103473	2.111212657236631	865	1	2365	<>	30	60
chr11	24250492	24250511	24250000-24260000	851.0	-	0.047440855103473	3.2	866	1	2366	<>	30	60
chr17	80560969	80560988	80560000-80570000	850.0	-	0.0474353821828966	2.111212657236631	867	1	2367	<>	30	60
chr17	80295351	80295370	80290000-80300000	801.0	+	0.0474353821828966	2.111212657236631	868	1	2368	<>	30	60
chr2	120529714	120529733	120520000-120530000	840.0	+	0.0474267170280236	2.111212657236631	869	1	2369	<>	30	60
chr13	32827259	32827278	32820000-32830000	865.0	+	0.0474265430602211	2.111212657236631	870	1	2370	<>	30	60
chr13	32825655	32825674	32820000-32830000	805.0	+	0.0474265430602211	2.111212657236631	871	1	2371	<>	30	60
chr13	32828103	32828122	32820000-32830000	916.0	+	0.0474265430602211	2.111212657236631	872	1	2372	<>	30	60
chr13	33995393	33995412	33990000-34000000	955.0	-	0.0474265430602211	2.111212657236631	873	1	2373	<>	30	60
chr13	33990500	33990519	33990000-34000000	809.0	-	0.0474265430602211	2.111212657236631	874	1	2374	<>	30	60
chr13	33993480	33993499	33990000-34000000	803.0	+	0.0474265430602211	2.111212657236631	875	1	2375	<>	30	60
chr5	33277252	33277271	33270000-33280000	820.0	-	0.0474251500887735	2.111212657236631	876	1	2376	<>	30	60
chr5	33279167	33279186	33270000-33280000	827.0	+	0.0474251500887735	2.111212657236631	877	1	2377	<>	30	60
chr5	33377605	33377624	33370000-33380000	825.0	+	0.0474251500887735	2.111212657236631	878	1	2378	<>	30	60
chr5	33276489	33276508	33270000-33280000	816.0	+	0.0474251500887735	2.111212657236631	879	1	2379	<>	30	60
chr5	33378347	33378366	33370000-33380000	873.0	-	0.0474251500887735	2.111212657236631	880	1	2380	<>	30	60
chr5	33274202	33274221	33270000-33280000	847.0	-	0.0474251500887735	2.111212657236631	881	1	2381	<>	30	60
chr5	33375100	33375119	33370000-33380000	800.0	+	0.0474251500887735	2.111212657236631	882	1	2382	<>	30	60
chr5	33371411	33371430	33370000-33380000	800.0	+	0.0474251500887735	2.111212657236631	883	1	2383	<>	30	60
chr5	33378743	33378762	33370000-33380000	805.0	-	0.0474251500887735	2.111212657236631	884	1	2384	<>	30	60
chr5	33370025	33370044	33370000-33380000	800.0	-	0.0474251500887735	2.111212657236631	885	1	2385	<>	30	60
chr5	33279544	33279563	33270000-33280000	823.0	+	0.0474251500887735	2.111212657236631	886	1	2386	<>	30	60
chr5	32712861	32712880	32710000-32720000	829.0	+	0.0474251500887735	2.111212657236631	887	1	2387	<>	30	60
chr5	32717729	32717748	32710000-32720000	804.0	-	0.0474251500887735	2.111212657236631	888	1	2388	<>	30	60
chr5	33378498	33378517	33370000-33380000	859.0	-	0.0474251500887735	2.111212657236631	889	1	2389	<>	30	60
chr5	33370779	33370798	33370000-33380000	802.0	-	0.0474251500887735	2.111212657236631	890	1	2390	<>	30	60
chr5	33372779	33372798	33370000-33380000	828.0	-	0.0474251500887735	2.111212657236631	891	1	2391	<>	30	60
chr5	33270763	33270782	33270000-33280000	930.0	+	0.0474251500887735	2.111212657236631	892	1	2392	<>	30	60
chr5	33275740	33275759	33270000-33280000	835.0	-	0.0474251500887735	2.111212657236631	893	1	2393	<>	30	60
chr5	33371327	33371346	33370000-33380000	898.0	-	0.0474251500887735	2.111212657236631	894	1	2394	<>	30	60
chr5	33271191	33271210	33270000-33280000	825.0	-	0.0474251500887735	2.111212657236631	895	1	2395	<>	30	60
chr5	33275306	33275325	33270000-33280000	841.0	+	0.0474251500887735	2.111212657236631	896	1	2396	<>	30	60
chr5	33272759	33272778	33270000-33280000	812.0	+	0.0474251500887735	2.111212657236631	897	1	2397	<>	30	60
chr16	49278659	49278678	49270000-49280000	915.0	+	0.0474132316992465	2.111212657236631	898	1	2398	<>	30	60
chr16	50743234	50743253	50740000-50750000	817.0	-	0.0474132316992465	2.111212657236631	899	1	2399	<>	30	60
chr16	50747892	50747911	50740000-50750000	857.0	-	0.0474132316992465	2.111212657236631	900	1	2400	<>	30	60
chr17	45732421	45732440	45730000-45740000	827.0	-	0.047407950983041	2.111212657236631	901	1	2401	<>	30	60
chr17	45734895	45734914	45730000-45740000	834.0	+	0.047407950983041	2.111212657236631	902	1	2402	<>	30	60
chr17	45731879	45731898	45730000-45740000	840.0	+	0.047407950983041	2.111212657236631	903	1	2403	<>	30	60
chr17	45848775	45848794	45840000-45850000	897.0	+	0.047407950983041	2.111212657236631	904	1	2404	<>	30	60
chr17	45730351	45730370	45730000-45740000	814.0	-	0.047407950983041	2.111212657236631	905	1	2405	<>	30	60
chr17	45730597	45730616	45730000-45740000	866.0	+	0.047407950983041	2.111212657236631	906	1	2406	<>	30	60
chr17	45848434	45848453	45840000-45850000	811.0	+	0.047407950983041	2.111212657236631	907	1	2407	<>	30	60
chr17	45840565	45840584	45840000-45850000	817.0	-	0.047407950983041	2.111212657236631	908	1	2408	<>	30	60
chr17	45731348	45731367	45730000-45740000	913.0	+	0.047407950983041	2.111212657236631	909	1	2409	<>	30	60
chr17	45738937	45738956	45730000-45740000	827.0	+	0.047407950983041	2.111212657236631	910	1	2410	<>	30	60
chr17	45735629	45735648	45730000-45740000	977.0	+	0.047407950983041	2.111212657236631	911	1	2411	<>	30	60
chr1	162362128	162362147	162360000-162370000	832.0	+	0.0473907248642137	2.599207668339954	912	1	2412	<>	30	60
chr1	162529866	162529885	162520000-162530000	889.0	-	0.0473907248642137	2.599207668339954	913	1	2413	<>	30	60
chr1	162361008	162361027	162360000-162370000	811.0	-	0.0473907248642137	2.599207668339954	914	1	2414	<>	30	60
chr9	52402114	52402133	52400000-52410000	843.0	+	0.047387129009599	2.111212657236631	915	1	2415	<>	30	60
chr3	76043522	76043541	76040000-76050000	822.0	-	0.0473763321948538	2.599207668339954	916	1	2416	<>	30	60
chr10	84641761	84641780	84640000-84650000	885.0	+	0.0473717914917173	4.222425314473262	917	1	2417	<>	30	60
chr5	118433770	118433789	118430000-118440000	842.0	+	0.0473644134116843	2.111212657236631	918	1	2418	<>	30	60
chr5	118564198	118564217	118560000-118570000	809.0	+	0.0473644134116843	2.111212657236631	919	1	2419	<>	30	60
chr5	118439185	118439204	118430000-118440000	828.0	-	0.0473644134116843	2.111212657236631	920	1	2420	<>	30	60
chr15	38715947	38715966	38710000-38720000	823.0	-	0.0473496217983493	2.111212657236631	921	1	2421	<>	30	60
chr15	38996106	38996125	38990000-39000000	823.0	+	0.0473496217983493	2.111212657236631	922	1	2422	<>	30	60
chr18	30311865	30311884	30310000-30320000	925.0	+	0.0473421385258087	3.2	923	1	2423	<>	30	60
chr18	30312572	30312591	30310000-30320000	854.0	-	0.0473421385258087	3.2	924	1	2424	<>	30	60
chr10	114725796	114725815	114720000-114730000	906.0	-	0.0473376953487531	2.599207668339954	925	1	2425	<>	30	60
chr10	114462173	114462192	114460000-114470000	815.0	+	0.0473376953487531	2.599207668339954	926	1	2426	<>	30	60
chr2	30430881	30430900	30430000-30440000	816.0	+	0.0473286836862005	3.2	927	1	2427	<>	30	60
chr2	30936036	30936055	30930000-30940000	837.0	+	0.0473286836862005	3.2	928	1	2428	<>	30	60
chr2	30934261	30934280	30930000-30940000	918.0	-	0.0473286836862005	3.2	929	1	2429	<>	30	60
chr2	30932396	30932415	30930000-30940000	800.0	+	0.0473286836862005	3.2	930	1	2430	<>	30	60
chr2	30436996	30437015	30430000-30440000	908.0	-	0.0473286836862005	3.2	931	1	2431	<>	30	60
chr2	30929984	30930003	30930000-30940000	832.0	+	0.0473286836862005	3.2	932	1	2432	<>	30	60
chr2	30436779	30436798	30430000-30440000	832.0	+	0.0473286836862005	3.2	933	1	2433	<>	30	60
chr2	30435631	30435650	30430000-30440000	814.0	+	0.0473286836862005	3.2	934	1	2434	<>	30	60
chr2	30432264	30432283	30430000-30440000	821.0	-	0.0473286836862005	3.2	935	1	2435	<>	30	60
chr2	30439322	30439341	30430000-30440000	827.0	+	0.0473286836862005	3.2	936	1	2436	<>	30	60
chr2	30439665	30439684	30430000-30440000	821.0	-	0.0473286836862005	3.2	937	1	2437	<>	30	60
chr5	144748635	144748654	144740000-144750000	838.0	+	0.0473259685436042	2.599207668339954	938	1	2438	<>	30	60
chr5	144743525	144743544	144740000-144750000	840.0	+	0.0473259685436042	2.599207668339954	939	1	2439	<>	30	60
chr5	132635128	132635147	132630000-132640000	809.0	+	0.0473259685436042	2.599207668339954	940	1	2440	<>	30	60
chr5	144037604	144037623	144030000-144040000	814.0	+	0.0473259685436042	2.599207668339954	941	1	2441	<>	30	60
chr5	144036837	144036856	144030000-144040000	811.0	+	0.0473259685436042	2.599207668339954	942	1	2442	<>	30	60
chr6	48539355	48539374	48530000-48540000	814.0	-	0.0473142366412028	2.111212657236631	943	1	2443	<>	30	60
chr6	48539547	48539566	48530000-48540000	957.0	+	0.0473142366412028	2.111212657236631	944	1	2444	<>	30	60
chr6	48530368	48530387	48530000-48540000	806.0	-	0.0473142366412028	2.111212657236631	945	1	2445	<>	30	60
chr6	48530157	48530176	48530000-48540000	806.0	-	0.0473142366412028	2.111212657236631	946	1	2446	<>	30	60
chr6	48533538	48533557	48530000-48540000	848.0	-	0.0473142366412028	2.111212657236631	947	1	2447	<>	30	60
chr6	48533976	48533995	48530000-48540000	830.0	+	0.0473142366412028	2.111212657236631	948	1	2448	<>	30	60
chr6	48536216	48536235	48530000-48540000	823.0	+	0.0473142366412028	2.111212657236631	949	1	2449	<>	30	60
chr6	48538981	48539000	48530000-48540000	830.0	-	0.0473142366412028	2.111212657236631	950	1	2450	<>	30	60
chr3	63538401	63538420	63530000-63540000	834.0	-	0.0472794920303784	3.6758347359905126	951	1	2451	<>	30	60
chr3	63535726	63535745	63530000-63540000	811.0	-	0.0472794920303784	3.6758347359905126	952	1	2452	<>	30	60
chr8	32009730	32009749	32000000-32010000	819.0	+	0.0472622284226433	2.111212657236631	953	1	2453	<>	30	60
chr8	32008880	32008899	32000000-32010000	880.0	+	0.0472622284226433	2.111212657236631	954	1	2454	<>	30	60
chr8	32009244	32009263	32000000-32010000	859.0	+	0.0472622284226433	2.111212657236631	955	1	2455	<>	30	60
chr8	31207138	31207157	31200000-31210000	827.0	-	0.0472622284226433	2.111212657236631	956	1	2456	<>	30	60
chr8	32002975	32002994	32000000-32010000	906.0	-	0.0472622284226433	2.111212657236631	957	1	2457	<>	30	60
chr8	32003714	32003733	32000000-32010000	841.0	-	0.0472622284226433	2.111212657236631	958	1	2458	<>	30	60
chr15	96966774	96966793	96960000-96970000	814.0	-	0.0472592949659774	2.111212657236631	959	1	2459	<>	30	60
chr6	40689411	40689430	40680000-40690000	938.0	-	0.0472168165191414	2.111212657236631	960	1	2460	<>	30	60
chr6	40482601	40482620	40480000-40490000	805.0	-	0.0472168165191414	2.111212657236631	961	1	2461	<>	30	60
chr2	158200957	158200976	158200000-158210000	836.0	-	0.0472109707353515	2.111212657236631	962	1	2462	<>	30	60
chr2	158206656	158206675	158200000-158210000	812.0	+	0.0472109707353515	2.111212657236631	963	1	2463	<>	30	60
chr2	158207978	158207997	158200000-158210000	844.0	+	0.0472109707353515	2.111212657236631	964	1	2464	<>	30	60
chr2	158204311	158204330	158200000-158210000	932.0	-	0.0472109707353515	2.111212657236631	965	1	2465	<>	30	60
chr2	158204808	158204827	158200000-158210000	884.0	+	0.0472109707353515	2.111212657236631	966	1	2466	<>	30	60
chr2	158059973	158059992	158050000-158060000	817.0	-	0.0472109707353515	2.111212657236631	967	1	2467	<>	30	60
chr2	158200805	158200824	158200000-158210000	816.0	+	0.0472109707353515	2.111212657236631	968	1	2468	<>	30	60
chr2	158208520	158208539	158200000-158210000	816.0	-	0.0472109707353515	2.111212657236631	969	1	2469	<>	30	60
chr1	153396833	153396852	153390000-153400000	822.0	-	0.0472082010425286	2.599207668339954	970	1	2470	<>	30	60
chr1	152904769	152904788	152900000-152910000	828.0	-	0.0472082010425286	2.599207668339954	971	1	2471	<>	30	60
chr1	152902004	152902023	152900000-152910000	802.0	+	0.0472082010425286	2.599207668339954	972	1	2472	<>	30	60
chr2	57117752	57117771	57110000-57120000	804.0	+	0.047186594157921	2.111212657236631	973	1	2473	<>	30	60
chr2	57698984	57699003	57690000-57700000	867.0	-	0.047186594157921	2.111212657236631	974	1	2474	<>	30	60
chr2	57118578	57118597	57110000-57120000	816.0	-	0.047186594157921	2.111212657236631	975	1	2475	<>	30	60
chr2	57114292	57114311	57110000-57120000	820.0	+	0.047186594157921	2.111212657236631	976	1	2476	<>	30	60
chr2	163338009	163338028	163330000-163340000	818.0	-	0.0471757907654056	2.111212657236631	977	1	2477	<>	30	60
chr2	163334810	163334829	163330000-163340000	823.0	+	0.0471757907654056	2.111212657236631	978	1	2478	<>	30	60
chr2	163338513	163338532	163330000-163340000	847.0	+	0.0471757907654056	2.111212657236631	979	1	2479	<>	30	60
chr2	163330863	163330882	163330000-163340000	919.0	-	0.0471757907654056	2.111212657236631	980	1	2480	<>	30	60
chr14	20707572	20707591	20700000-20710000	809.0	-	0.0471671551014079	2.111212657236631	981	1	2481	<>	30	60
chr14	20702946	20702965	20700000-20710000	818.0	-	0.0471671551014079	2.111212657236631	982	1	2482	<>	30	60
chr14	20701911	20701930	20700000-20710000	814.0	+	0.0471671551014079	2.111212657236631	983	1	2483	<>	30	60
chr14	20708740	20708759	20700000-20710000	827.0	+	0.0471671551014079	2.111212657236631	984	1	2484	<>	30	60
chr14	21833622	21833641	21830000-21840000	807.0	+	0.0471671551014079	2.111212657236631	985	1	2485	<>	30	60
chr14	20706173	20706192	20700000-20710000	832.0	-	0.0471671551014079	2.111212657236631	986	1	2486	<>	30	60
chr14	21830791	21830810	21830000-21840000	855.0	-	0.0471671551014079	2.111212657236631	987	1	2487	<>	30	60
chr8	83898222	83898241	83890000-83900000	877.0	+	0.0471611759227173	2.111212657236631	988	1	2488	<>	30	60
chr8	83894126	83894145	83890000-83900000	900.0	-	0.0471611759227173	2.111212657236631	989	1	2489	<>	30	60
chr8	83896066	83896085	83890000-83900000	877.0	-	0.0471611759227173	2.111212657236631	990	1	2490	<>	30	60
chr8	83778151	83778170	83770000-83780000	847.0	-	0.0471611759227173	2.111212657236631	991	1	2491	<>	30	60
chr8	51057252	51057271	51050000-51060000	848.0	-	0.0471541223317322	2.111212657236631	992	1	2492	<>	30	60
chr19	29675586	29675605	29670000-29680000	837.0	+	0.0471233421592278	2.111212657236631	993	1	2493	<>	30	60
chr19	29810448	29810467	29810000-29820000	805.0	-	0.0471233421592278	2.111212657236631	994	1	2494	<>	30	60
chr12	117405521	117405540	117400000-117410000	806.0	+	0.0471231236553794	3.2	995	1	2495	<>	30	60
chr12	117403697	117403716	117400000-117410000	888.0	+	0.0471231236553794	3.2	996	1	2496	<>	30	60
chr12	117404049	117404068	117400000-117410000	812.0	+	0.0471231236553794	3.2	997	1	2497	<>	30	60
chr16	16343488	16343507	16340000-16350000	866.0	-	0.047116935768915	3.6758347359905126	998	1	2498	<>	30	60
chr16	90267674	90267693	90260000-90270000	802.0	+	0.0471091556413695	3.6758347359905126	999	1	2499	<>	30	60
chr9	111092193	111092212	111090000-111100000	825.0	+	0.0470985509869137	2.111212657236631	1000	1	2500	<>	30	60
chr9	111093273	111093292	111090000-111100000	960.0	+	0.0470985509869137	2.111212657236631	1001	1	2501	<>	30	60
chr9	111304028	111304047	111300000-111310000	848.0	-	0.0470985509869137	2.111212657236631	1002	1	2502	<>	30	60
chr9	122196939	122196958	122190000-122200000	830.0	-	0.0470985509869137	2.111212657236631	1003	1	2503	<>	30	60
chr9	122013814	122013833	122010000-122020000	949.0	-	0.0470985509869137	2.111212657236631	1004	1	2504	<>	30	60
chr9	111091488	111091507	111090000-111100000	807.0	-	0.0470985509869137	2.111212657236631	1005	1	2505	<>	30	60
chr9	122014576	122014595	122010000-122020000	846.0	-	0.0470985509869137	2.111212657236631	1006	1	2506	<>	30	60
chr9	122016589	122016608	122010000-122020000	834.0	-	0.0470985509869137	2.111212657236631	1007	1	2507	<>	30	60
chr4	80517529	80517548	80510000-80520000	909.0	-	0.0470892993036678	2.111212657236631	1008	1	2508	<>	30	60
chr4	80765924	80765943	80760000-80770000	936.0	-	0.0470892993036678	2.111212657236631	1009	1	2509	<>	30	60
chr4	80769063	80769082	80760000-80770000	809.0	+	0.0470892993036678	2.111212657236631	1010	1	2510	<>	30	60
chr4	89566054	89566073	89560000-89570000	834.0	-	0.0470892993036678	2.599207668339954	1011	1	2511	<>	30	60
chr4	89569318	89569337	89560000-89570000	818.0	-	0.0470892993036678	2.599207668339954	1012	1	2512	<>	30	60
chr16	4976768	4976787	4970000-4980000	822.0	-	0.0470601934955897	2.599207668339954	1013	1	2513	<>	30	60
chr16	4977452	4977471	4970000-4980000	813.0	+	0.0470601934955897	2.599207668339954	1014	1	2514	<>	30	60
chr16	5149292	5149311	5140000-5150000	811.0	+	0.0470601934955897	2.599207668339954	1015	1	2515	<>	30	60
chr16	4976086	4976105	4970000-4980000	868.0	+	0.0470601934955897	2.599207668339954	1016	1	2516	<>	30	60
chr16	5147083	5147102	5140000-5150000	832.0	-	0.0470601934955897	2.599207668339954	1017	1	2517	<>	30	60
chr16	5146777	5146796	5140000-5150000	830.0	+	0.0470601934955897	2.599207668339954	1018	1	2518	<>	30	60
chr16	5145749	5145768	5140000-5150000	887.0	-	0.0470601934955897	2.599207668339954	1019	1	2519	<>	30	60
chr16	5142443	5142462	5140000-5150000	808.0	+	0.0470601934955897	2.599207668339954	1020	1	2520	<>	30	60
chr16	5145625	5145644	5140000-5150000	831.0	+	0.0470601934955897	2.599207668339954	1021	1	2521	<>	30	60
chr6	25274092	25274111	25270000-25280000	821.0	+	0.047028863850922	2.599207668339954	1022	1	2522	<>	30	60
chr6	25276408	25276427	25270000-25280000	870.0	+	0.047028863850922	2.599207668339954	1023	1	2523	<>	30	60
chr6	25278768	25278787	25270000-25280000	860.0	+	0.047028863850922	2.599207668339954	1024	1	2524	<>	30	60
chr6	25275295	25275314	25270000-25280000	861.0	-	0.047028863850922	2.599207668339954	1025	1	2525	<>	30	60
chr9	13195986	13196005	13190000-13200000	919.0	-	0.0470281693509141	1.8379173679952563	1026	1	2526	<>	30	60
chr9	9051336	9051355	9050000-9060000	819.0	+	0.0470281693509141	2.599207668339954	1027	1	2527	<>	30	60
chr12	58217283	58217302	58210000-58220000	805.0	-	0.04702615177839	2.111212657236631	1028	1	2528	<>	30	60
chr12	57553285	57553304	57550000-57560000	803.0	-	0.04702615177839	2.111212657236631	1029	1	2529	<>	30	60
chr12	57558382	57558401	57550000-57560000	808.0	-	0.04702615177839	2.111212657236631	1030	1	2530	<>	30	60
chr12	57552825	57552844	57550000-57560000	827.0	-	0.04702615177839	2.111212657236631	1031	1	2531	<>	30	60
chr12	58213428	58213447	58210000-58220000	840.0	-	0.04702615177839	2.111212657236631	1032	1	2532	<>	30	60
chr12	57551913	57551932	57550000-57560000	815.0	-	0.04702615177839	2.111212657236631	1033	1	2533	<>	30	60
chr12	57551731	57551750	57550000-57560000	814.0	-	0.04702615177839	2.111212657236631	1034	1	2534	<>	30	60
chr12	57550130	57550149	57550000-57560000	805.0	+	0.04702615177839	2.111212657236631	1035	1	2535	<>	30	60
chr12	58218987	58219006	58210000-58220000	837.0	+	0.04702615177839	2.111212657236631	1036	1	2536	<>	30	60
chr12	58211939	58211958	58210000-58220000	856.0	+	0.04702615177839	2.111212657236631	1037	1	2537	<>	30	60
chr12	58212976	58212995	58210000-58220000	821.0	-	0.04702615177839	2.111212657236631	1038	1	2538	<>	30	60
